GENE	Glycerol_5.7	Glycerol_7	Pyruvate_5.7	Pyruvate_7	Pfam	GO
MT_RS12895	57.8511	93.0876	71.0429	82.8547	MFS_1,MFS_1_like	GO:0055085
MT_RS12900	709.9055	1184.7650	865.3485	1043.0600	AAA,AAA_2,AAA_5,ClpB_D2-small,zf-C4_ClpX	GO:0005524,GO:0008270,GO:0016887,GO:0046983
MT_RS12905	43.1804	40.2739	38.9085	39.9505	S-methyl_trans	
MT_RS12910	65.9059	145.6160	95.5303	142.8155	MFS_1,Sugar_tr	GO:0016021,GO:0022857,GO:0055085
MT_RS12915	729.1145	659.3705	808.7980	819.8990	CLP_protease	
MT_RS12920	864.5220	766.1965	923.1735	1139.8750	CLP_protease	
MT_RS12925	300.3890	321.3970	385.5705	283.6740	Trigger_C,Trigger_N	GO:0006457,GO:0015031
MT_RS12940	283.2385	318.8505	307.7730	275.3705	Beta-lactamase	
MT_RS12945	75.9579	107.5080	100.7288	96.1333	H2TH,zf-FPG_IleRS	GO:0003684,GO:0003906,GO:0006289,GO:0008270,GO:0016799
MT_RS12950	251.6560	351.0590	383.6270	327.8975	LacAB_rpiB	GO:0005975,GO:0016853
MT_RS12955	342.4315	60.1808	237.9830	88.0770	DSBA	GO:0015035
MT_RS12960	112.2295	166.9640	171.4220	174.5420	ERAP1_C,Peptidase_M1,Peptidase_M1_N	GO:0008237,GO:0008270
MT_RS12965	313.5335	717.3965	501.2070	724.1255	DUF5130	
MT_RS12970	0.0000	0.0000	0.0000	0.0000		
MT_RS12975	159.5685	227.1025	145.7175	200.3225	HNH,HNH_4,HNH_5	GO:0003676,GO:0004519
MT_RS12980	399.2585	314.2950	328.2500	281.2540	Bac_globin	GO:0019825
MT_RS12985	54.4241	48.6411	43.3444	36.0981	Alpha-amylase	GO:0003824,GO:0005975
MT_RS12990	180.4815	254.6350	272.0385	175.6500		
MT_RS12995	49.9956	83.7313	74.5405	96.9599		
MT_RS13000	123.2690	152.4155	141.5740	147.9105		
MT_RS13005	319.3385	290.6880	324.4300	270.4300	4HBT_2,Acyl-ACP_TE	GO:0006633,GO:0016790
MT_RS13010	231.0265	229.6705	251.5565	218.7555	Bac_GDH	GO:0004352,GO:0019551
MT_RS13015	250.9070	259.5740	330.0170	234.8390	ABC_tran,ABC_tran_Xtn	GO:0005524,GO:0016887
MT_RS13020	4.0201	1.6210	1.7007	0.8718	SSB	GO:0003697
MT_RS13025	43.5254	44.2624	26.7727	46.5769		
MT_RS13030	160.7535	185.7225	152.8035	172.9140	Acyltransferase	GO:0016746
MT_RS13035	156.3435	157.8440	134.8250	152.6315	Acyltransferase,HAD	GO:0016746
MT_RS13040	313.6765	268.9185	220.1655	259.7775	DUF1298,WES_acyltransf	GO:0004144,GO:0045017
MT_RS13045	184.2010	420.2030	170.1075	354.0615	Abhydrolase_3,COesterase,Peptidase_S9	GO:0006508,GO:0008236,GO:0016787
MT_RS13055	136.0070	94.7138	125.2165	100.5833	ECH_1,ECH_2	GO:0003824,GO:0003860
MT_RS13060	5.1483	4.1408	4.8997	3.6901	PE	
MT_RS13065	24.8044	27.3803	24.6454	24.9747	GerE,NB-ARC	GO:0006355,GO:0043531
MT_RS13070	1.8100	0.0000	1.3574	1.4885		
MT_RS13075	5.9853	6.0985	5.2713	5.6794	PE	
MT_RS13080	0.0000	0.0000	0.0000	0.0000		
MT_RS13085	9.4316	5.9709	10.0094	5.9672	LDcluster4	
MT_RS13090	13.0229	13.2575	12.0860	10.1383		
MT_RS13095	0.0000	0.0000	0.0000	0.0000		
MT_RS13100	394.5200	715.6605	412.1190	631.5500	PIN	
MT_RS13105	568.0965	212.5725	357.6795	186.1525	2-oxoacid_dh,Biotin_lipoyl,E3_binding	GO:0016746
MT_RS13110	609.8560	182.8820	349.0025	170.8385	Transket_pyr,Transketolase_C	
MT_RS13115	663.8620	162.4365	317.9510	142.7335	DXP_synthase_N,E1_dh	GO:0008661,GO:0016114,GO:0016624
MT_RS13120	142.8460	69.4275	98.2485	71.7575	C-C_Bond_Lyase,HpcH_HpaI	GO:0003824
MT_RS13125	129.6200	64.4613	101.4341	60.7062	MaoC_dehydratas	
MT_RS13130	203.4650	105.8215	178.2325	102.5204	Acyl-CoA_dh_1,Acyl-CoA_dh_2,Acyl-CoA_dh_M,Acyl-CoA_dh_N	GO:0016627,GO:0050660,GO:0055114
MT_RS13135	149.1085	51.1007	66.1465	47.7121	ATP-grasp,Biotin_carb_C,Biotin_carb_N,Biotin_lipoyl,CPSase_L_D2,Dala_Dala_lig_C	GO:0005524,GO:0008716
MT_RS13140	58.2862	62.6355	71.8109	59.6461	Carboxyl_trans	
MT_RS13145	66.3451	76.4708	74.3222	70.7060	AcetylCoA_hyd_C,CoA_trans	GO:0008410
MT_RS13150	112.7785	102.1220	136.5135	100.4349	CoA_trans	GO:0008410
MT_RS13155	20.5097	22.4312	27.8389	22.0671	AMP-binding,AMP-binding_C	GO:0003824
MT_RS13160	38.0281	40.4406	42.7878	35.5651	TetR_C_24,TetR_N	GO:0003677
MT_RS13165	284.6270	206.0120	219.4645	205.9805	Mycobact_memb	
MT_RS13170	39.8995	52.9750	58.3302	54.0881	ATG22,MFS_1	GO:0055085
MT_RS13175	177.1355	241.7205	229.4675	229.3695	KR,adh_short,adh_short_C2	
MT_RS13180	29.8282	56.5462	48.1352	54.0531	DUF853,DUF87,TrwB_AAD_bind	
MT_RS13185	123.9240	108.6595	130.2120	116.8610	RNase_T	
MT_RS13195	10.2645	6.6263	9.8550	4.6175	Transposase_mut	GO:0003677,GO:0004803,GO:0006313
MT_RS13200	0.0000	0.0000	0.0000	0.0000		
MT_RS13205	0.0000	0.0000	0.0000	0.0000		
MT_RS13210	69.6366	60.8769	79.4516	42.6953		
MT_RS13215	20.0990	12.9009	17.6486	11.9877	DUF4411	
MT_RS13220	26.1838	14.2808	19.8629	13.6371	HTH_3,HTH_31,Peptidase_M78	
MT_RS13225	92.8889	60.6638	53.1504	56.8186		
MT_RS13230	0.0000	0.0000	0.0000	0.0000		
MT_RS13235	159.9520	120.8905	305.5290	113.2720	Big_10,YkuD	GO:0016740
MT_RS13245	135.3710	111.6365	155.9520	94.4171	PE	
MT_RS13250	0.0000	0.0000	0.0000	0.0000	DUF3618	
MT_RS13255	349.2315	333.9090	305.0145	326.4160	AhpC-TSA,DUF899,Redoxin	GO:0016209,GO:0016491,GO:0055114
MT_RS13260	47.9819	93.8410	64.0306	94.1818	M20_dimer,Peptidase_M20	GO:0016787
MT_RS13265	257.7475	544.6805	392.3925	491.2090	ACPS	GO:0000287,GO:0008897
MT_RS13270	596.6345	399.6710	561.5625	268.4265	Acyl_transf_1,DNA_pol_B_N,DUF1729,Ketoacyl-synt_C,MaoC_dehydratas,ketoacyl-synt	GO:0004318,GO:0055114
MT_RS13275	505.9485	465.2095	320.6610	385.6525	DUF1906	
MT_RS13280	0.0000	0.0000	0.0000	0.0000	VapB_antitoxin	
MT_RS13285	71.0571	118.2293	122.4110	138.7450	PIN	
MT_RS13290	35.0628	36.1895	53.5838	37.2038	Mrr_N,Mrr_cat,Mrr_cat_2	GO:0003677,GO:0004519,GO:0009307
MT_RS13295	20.5939	29.6399	33.6517	27.6067	ERCC4,Lsr2	GO:0003677,GO:0004518
MT_RS13300	70.2986	106.7265	88.8757	106.9810	PIN	
MT_RS13305	0.0000	0.0000	0.0000	0.0000		
MT_RS13310	68.7287	66.7811	74.3102	64.4118	OKR_DC_1,OKR_DC_1_C	GO:0003824
MT_RS13315	210.8815	197.5265	188.1685	164.4550		
MT_RS13320	259.9875	205.3845	230.2040	158.7535	NusB	GO:0003723,GO:0006355
MT_RS13325	372.2485	356.2015	411.3620	322.4670	EFP,EFP_N,Elong-fact-P_C	GO:0003746,GO:0005737,GO:0006414,GO:0043043
MT_RS13330	248.2585	234.9265	213.2240	222.2565	Creatinase_N,Peptidase_M24	GO:0016787
MT_RS13335	315.6230	557.1540	457.3750	568.5930		
MT_RS13340	144.4905	202.1070	183.3085	146.0170	DHquinase_II	GO:0003855
MT_RS13345	103.5100	118.8640	125.9855	106.9706	DHQ_synthase,Fe-ADH,Fe-ADH_2	GO:0016491,GO:0046872,GO:0055114
MT_RS13350	184.6205	179.1160	182.2140	163.4355	AAA_18,AAA_33,SKI	
MT_RS13355	406.8295	315.6210	304.0110	267.6815	Chorismate_synt	GO:0004107,GO:0009073
MT_RS13360	67.1745	70.0801	86.0810	66.2435		
MT_RS13365	56.4223	91.0459	109.5425	77.7221	Abhydrolase_8	
MT_RS13370	103.4616	97.2369	97.3900	68.4636	LppA	
MT_RS13375	1.4724	1.9768	3.0615	2.5703	LppA	
MT_RS13380	7.0231	6.5086	7.4998	6.7217	LppA	
MT_RS13385	0.0000	0.0000	0.0000	0.0000	VapB_antitoxin	
MT_RS13390	3.8388	7.0804	3.7180	5.9935	PIN	
MT_RS13395	0.0000	0.0000	0.0000	0.0000	RHH_1	GO:0006355
MT_RS13400	111.4544	107.1615	115.6848	79.6723	PIN	
MT_RS13405	413.8710	514.1300	533.1180	408.0240		
MT_RS13410	65.3220	88.5550	77.3486	70.7439	PIN	
MT_RS13415	0.0000	0.0000	0.0000	0.0000	RHH_1	GO:0006355
MT_RS13420	121.9175	113.5890	96.6441	113.7305	Peptidase_A24	GO:0004190,GO:0016020
MT_RS13425	117.2685	121.8305	71.0153	83.8739	SDH_C,Shikimate_dh_N	GO:0004764,GO:0055114
MT_RS13430	149.9520	156.7980	123.2410	118.8470	YceG	
MT_RS13435	345.4495	246.2385	236.5370	185.9595	RuvX	GO:0006364
MT_RS13440	376.5040	271.6700	302.8265	226.0400	DHHA1,tRNA-synt_2c,tRNA_SAD	GO:0000166,GO:0003676,GO:0004812,GO:0004813,GO:0005524,GO:0006419,GO:0043039
MT_RS13445	1369.7250	1173.7700	1012.5925	934.5630	UPF0047	
MT_RS13450	2016.3100	563.9350	300.2880	469.4450	ABM	
MT_RS13455	2438.3250	711.8625	448.3675	669.6140		
MT_RS13460	109.0860	63.3908	52.3285	84.3157	AAA,AAA_5,AAA_assoc_2,MgsA_C,RuvB_N,Sigma54_activ_2	GO:0005524,GO:0006281,GO:0006310,GO:0006355,GO:0008134,GO:0009378,GO:0016887
MT_RS13465	82.3914	223.7305	120.9105	205.8575		
MT_RS13470	84.5605	186.8835	150.5645	174.6600	DUF2652	
MT_RS13475	101.8630	235.8525	239.1550	242.7830		
MT_RS13480	65.7137	132.9805	133.5635	136.1105	ABC_tran,cNMP_binding	GO:0005524,GO:0016887
MT_RS13485	68.6075	62.4051	72.6017	63.3013	Patatin,cNMP_binding	GO:0006629
MT_RS13490	28.6814	36.6030	32.1430	35.0133	Bact_transglu_N,DUF2126,Transglut_core	
MT_RS13495	64.0969	97.3524	73.0592	82.8183	Alpha-E,CP_ATPgrasp_1,CP_ATPgrasp_2	
MT_RS13500	32.9963	50.8440	45.1690	46.3160	Peptidase_Mx,zinc-ribbon_6	
MT_RS13505	33.6026	48.7404	45.7837	52.2372	Bact_transglu_N,Transglut_core	
MT_RS13510	318.9340	98.7795	102.3991	94.7877		
MT_RS13515	52.1782	77.3446	82.4008	73.7733	FUSC_2	
MT_RS13520	72.6852	85.9775	106.0515	81.9126	GAD,tRNA-synt_2,tRNA_anti-codon	GO:0000166,GO:0003676,GO:0004812,GO:0005524,GO:0006418
MT_RS13525	18.3083	21.4642	22.7033	23.6857	ApbA,ApbA_C	
MT_RS13530	111.7920	145.2895	127.0505	154.1490	Polyketide_cyc2	
MT_RS13535	144.8480	138.2285	128.9360	136.9640	Zn_peptidase	
MT_RS13540	749.7485	571.1270	544.0520	519.9150		
MT_RS13545	21.7900	13.2560	21.6734	13.7167	Metallophos,Pur_ac_phosph_N	GO:0003993,GO:0016787,GO:0046872
MT_RS13550	42.8863	27.0409	12.1929	16.9723	Radical_SAM	GO:0003824,GO:0051536
MT_RS13555	52.6948	71.4004	66.9937	69.6531	Abhydrolase_1,Abhydrolase_6	
MT_RS13560	113.4465	81.8104	79.4445	63.7959	HGTP_anticodon,tRNA-synt_2b,tRNA-synt_His	GO:0000166,GO:0004812,GO:0005524,GO:0006418
MT_RS13565	152.3670	115.3525	130.6825	102.5933	Lactamase_B	
MT_RS13570	93.4011	147.1860	185.7135	144.4625	Pro_isomerase	GO:0000413,GO:0003755
MT_RS13575	543.1410	254.5015	324.5075	236.9080	ACT,ACT_4,HD,HD_4,RelA_SpoT,TGS	GO:0015969
MT_RS13580	726.7165	223.1475	567.1770	235.4355	Pribosyltran	GO:0009116
MT_RS13585	122.6620	93.7099	126.8910	85.6110	SBP_bac_5	
MT_RS13590	260.9150	229.5110	256.6735	210.9060	SecD_SecF,Sec_GG	
MT_RS13595	236.2430	216.9865	276.9950	211.9410	SecD_SecF,Sec_GG	
MT_RS13600	1002.7935	1287.3000	1582.8050	1283.0700	YajC	
MT_RS13605	113.6465	117.7915	105.8010	97.0005	Aminotran_3	GO:0008483,GO:0030170
MT_RS13610	120.3705	45.1802	185.3605	49.8615	AMP-binding,Epimerase,NAD_binding_4,PP-binding	GO:0003824,GO:0050662
MT_RS13615	64.2865	76.5568	78.3586	76.4181	PE	
MT_RS13620	104.2425	126.4235	79.3492	104.3454	AAA,AAA_lid_4,RuvB_C,RuvB_N,TIP49	GO:0003677,GO:0003678,GO:0005524,GO:0006281,GO:0006310,GO:0009378
MT_RS13625	126.1945	184.3505	118.0310	136.9105	HHH_5,RuvA_C,RuvA_N	GO:0005524,GO:0006281,GO:0006310,GO:0009378,GO:0009379
MT_RS13630	284.9605	493.0865	255.3780	325.3825	RuvC	GO:0004520,GO:0006281,GO:0006310
MT_RS13635	0.0000	0.0000	0.0000	0.0000		
MT_RS13640	51.1720	69.1589	58.6959	71.8324	PIN	
MT_RS13645	72.5722	165.6125	100.7080	146.6460	DUF4178	
MT_RS13650	28.0191	64.5560	38.5243	54.2309	DUF2617	
MT_RS13655	13.7924	36.0179	20.5544	24.9893	DUF4247	
MT_RS13660	84.7621	147.2735	97.0301	141.1825	DUF350	
MT_RS13665	21.5962	46.8312	26.9440	48.5450	Spermine_synth	
MT_RS13670	48.9995	59.2923	37.1341	46.1596		
MT_RS13675	212.0980	224.6835	210.6020	209.0635	PIN	
MT_RS13680	316.6890	409.2710	457.5085	343.6495	Transcrip_reg	
MT_RS13685	68.0714	57.1354	76.8353	50.0622	GATase_3,SNO	GO:0003824,GO:0004359,GO:0009236,GO:0042819,GO:0042823
MT_RS13690	175.4310	171.1245	209.1345	157.2755	4HBT_3,Acyl_CoA_thio	
MT_RS13695	294.6100	235.8765	318.9450	239.7705	SOR_SNZ	
MT_RS13700	41.1430	38.1543	71.0185	45.9605	PNP_phzG_C,Putative_PNPOx	
MT_RS13705	41.4987	61.1889	48.3147	56.7973	PE-PPE,PPE	
MT_RS13710	135.4805	170.2085	171.5645	172.0480	NUDIX	GO:0016787
MT_RS13715	116.7590	107.4740	129.7825	90.7208	Glyco_trans_1_4,Glyco_trans_4_4,Glyco_transf_4,Glycos_transf_1	
MT_RS13720	104.4300	99.2653	111.9255	92.4283	Lip_A_acyltrans	GO:0016021,GO:0016740
MT_RS13725	99.4659	67.5610	86.9718	57.0048	CDP-OH_P_transf	GO:0008654,GO:0016020,GO:0016780
MT_RS13730	156.8870	127.4240	176.0945	100.8347	DcpS_C,HIT	
MT_RS13735	133.2555	108.0700	147.0145	100.1876	HGTP_anticodon,tRNA-synt_2b,tRNA_SAD	GO:0000166,GO:0004812,GO:0005524,GO:0006418,GO:0043039
MT_RS13740	0.0000	0.0000	0.0000	0.0000		
MT_RS13745	89.0025	114.4410	115.1395	112.4095	PE	
MT_RS13750	159.2290	145.0850	148.0905	144.1555	DUF1990	
MT_RS13755	313.7835	486.4490	244.4670	356.3140	DoxX	
MT_RS13760	77.6223	63.8460	56.3929	61.7137		
MT_RS13765	318.2510	252.4890	298.4045	254.7470		
MT_RS13770	99.6444	37.6700	44.3397	40.5164		
MT_RS13775	266.6740	90.5156	114.7190	90.6214	HTH_20	
MT_RS13780	32.2700	30.3484	30.0353	32.7400	Methyltransf_11,Methyltransf_25	GO:0008168
MT_RS13785	33.7525	84.8981	77.9149	272.3240	Usp	
MT_RS13790	17.6284	14.3873	24.1472	55.4491	Usp	
MT_RS13795	36.3766	29.4612	37.0690	91.3215	CBS,Peptidase_M50	GO:0004222,GO:0006508
MT_RS13800	49.2809	39.6452	102.7685	408.1130	CBS	
MT_RS13805	13.1257	11.0319	14.0543	21.6764		
MT_RS13810	71.0630	34.4545	102.7282	45.6979		
MT_RS13815	206.7800	38.6998	113.8340	58.3658	baeRF_family10,baeRF_family2	
MT_RS13820	102.7177	26.9877	55.1859	34.8482	Archease	
MT_RS13825	83.9219	90.2344	79.4117	95.6519	RtcB	GO:0006396,GO:0008452
MT_RS13830	81.8460	64.5887	78.5103	67.9288	DUF1876	
MT_RS13835	1085.8200	844.8380	956.9845	1065.2715	Hemerythrin	
MT_RS13845	16.1024	13.1233	11.1103	11.4228	PE	
MT_RS13850	0.0000	0.0000	0.0000	0.0000		
MT_RS13855	51.5746	68.8670	66.6407	60.0519	CPT	GO:0005524,GO:0016740
MT_RS13860	66.4147	108.7905	97.9406	112.8210	SNARE_assoc	
MT_RS13865	258.6850	276.2610	167.6150	339.3875	STAS,STAS_2	
MT_RS13870	181.5120	142.7745	162.9055	135.1450	UPF0060	GO:0016020
MT_RS13875	241.0175	216.3080	295.0915	279.3700	HTH_20,HTH_5	GO:0003700,GO:0006355
MT_RS13880	591.5360	847.1710	495.8605	3044.6850	Glyoxalase	
MT_RS13885	224.6765	163.5960	148.0145	445.9025	HTH_20,HTH_5	GO:0003700,GO:0006355
MT_RS13890	50.3098	31.7571	29.0790	48.5294	LMWPc,SBF,SBF_like	GO:0016020
MT_RS13895	0.0000	0.0000	0.0000	0.0000	DUF3018	
MT_RS13920	82.1298	48.0329	72.5089	35.2332		
MT_RS13925	33.7052	19.6206	25.7784	19.0357	Integrase_1,Phage_integrase	GO:0003677,GO:0006310,GO:0015074
MT_RS13930	28.1771	11.0310	16.5131	11.1264	ParBc	
MT_RS13935	0.0000	0.0000	0.0000	0.0000		
MT_RS13940	95.3235	38.8490	59.4736	48.4361	Phage_capsid	
MT_RS13945	296.4350	80.8169	89.3788	98.7720	Peptidase_S78	
MT_RS13955	55.7837	21.8091	33.8781	26.3490		
MT_RS13960	0.0000	0.0000	0.0000	0.0000		
MT_RS13965	38.0547	17.2200	22.7077	18.5040	DUF3631	
MT_RS13970	157.8755	72.6169	108.4805	67.1386	DUF2742	
MT_RS13975	0.0000	0.0000	0.0000	0.0000	HTH_17	
MT_RS13980	130.1095	109.7335	82.8618	67.5692		
MT_RS13985	74.7006	37.8687	40.8348	34.7947	Phage_int_SAM_3,Phage_integrase	GO:0003677,GO:0006310,GO:0015074
MT_RS13990	0.0000	0.0000	0.0000	0.0000		
MT_RS13995	0.0000	0.0000	0.0000	0.0000		
MT_RS14000	0.0000	0.0000	0.0000	0.0000		
MT_RS14005	0.0000	0.0000	0.0000	0.0000		
MT_RS14010	5.9492	0.0000	5.3552	0.0000		
MT_RS14015	3.3647	2.2037	1.7498	2.4982	Transposase_mut	GO:0003677,GO:0004803,GO:0006313
MT_RS14020	27.4789	16.3908	15.0265	19.1341	Clp_N	
MT_RS14025	130.0575	170.4780	137.9915	181.2700		
MT_RS14030	39.4776	27.4809	31.3488	31.7631	Acetyltransf_1,Acetyltransf_10,Acetyltransf_7	GO:0008080
MT_RS14035	19.4169	20.3785	22.3966	18.9265	AFG1_ATPase	GO:0005524
MT_RS14040	52.1364	48.8927	45.4601	42.9851	RibD_C	GO:0008703,GO:0009231,GO:0055114
MT_RS14045	160.7600	137.5970	165.9585	142.9005	Abhydrolase_1,Abhydrolase_4	
MT_RS14050	64.3306	100.5555	100.2604	92.4702	GT87	GO:0016758
MT_RS14055	473.1680	618.0300	507.8410	569.9870	SelR	GO:0033743,GO:0055114
MT_RS14060	152.2010	80.9514	105.2579	83.0733	Methyltransf_11,Methyltransf_23,Methyltransf_25,Methyltransf_31,TPMT	GO:0008168,GO:0008757
MT_RS14065	237.3455	164.5360	199.5390	206.2745	Chlor_dismutase	
MT_RS14070	216.7000	146.9425	132.6595	129.8565	Amino_oxidase,DAO,NAD_binding_8	GO:0016491,GO:0055114
MT_RS14075	275.9530	184.3325	170.4885	156.9340	URO-D	GO:0004853,GO:0006779
MT_RS14080	89.0318	95.6931	109.1890	104.9590	ECH_1,ECH_2	GO:0003824,GO:0003860
MT_RS14085	357.1480	488.6575	325.6100	395.9775	DUF3000	
MT_RS14090	117.0320	187.1340	109.5299	155.0640	DNA_pol_A_exo1,DNA_pol_A_exoN,HRDC	GO:0003676,GO:0006139,GO:0008408
MT_RS14095	229.8545	318.8015	218.5065	288.9570	DXP_synthase_N,TPP_enzyme_C,Transket_pyr,Transketolase_C	GO:0003824,GO:0008661,GO:0016114,GO:0030976
MT_RS14100	209.7865	246.4275	280.7070	238.7815	CBS	
MT_RS14105	64.4807	85.7595	86.6761	79.4661	ArsB,CitMHS,Na_sulph_symp,NhaB	GO:0006814,GO:0015105,GO:0015385,GO:0015700,GO:0016020,GO:0016021,GO:0022857,GO:0055085
MT_RS14110	56.6548	74.7098	70.2584	72.6135	ArsB,CitMHS,NhaB	GO:0006814,GO:0015105,GO:0015385,GO:0015700,GO:0016021,GO:0055085
MT_RS14115	13.8241	6.3006	11.8468	7.1489		
MT_RS14120	7.3612	1.8605	2.4556	2.3284		
MT_RS14125	23.3782	10.6573	14.4276	13.0651		
MT_RS14130	35.8423	20.2112	26.2695	19.0635	TRAM,tRNA_U5-meth_tr	GO:0006396,GO:0008173
MT_RS14135	64.1872	43.5857	62.2004	48.1197	AA_permease_2	GO:0016020,GO:0022857,GO:0055085
MT_RS14140	106.9890	108.6010	126.0940	102.7726	TrkA_C,TrkA_N	GO:0006813,GO:0008324
MT_RS14145	192.7950	191.5790	206.1715	178.5185	ApbA,F420_oxidored,NAD_binding_10,NAD_binding_7,TrkA_C,TrkA_N	GO:0006813,GO:0008324
MT_RS14150	131.3085	50.1909	61.1178	49.5615	DUF3159	
MT_RS14155	1147.0850	413.3725	644.4260	465.0495		
MT_RS14160	43.0907	53.4248	58.8886	63.7282	Abhydrolase_6	
MT_RS14165	219.0700	209.4690	260.5155	204.6100	DUF3710	
MT_RS14170	211.8570	189.2655	265.6525	196.6600	dUTPase	
MT_RS14175	174.1285	137.3020	220.0160	141.0860	DUF3093	
MT_RS14180	1080.2450	289.4325	1354.0950	419.8050	DUF4193	
MT_RS14185	250.1565	258.7110	316.1540	286.8060	LytR_C	
MT_RS14190	28.9034	45.6603	43.3262	43.0800	Inositol_P	GO:0046854
MT_RS14195	110.7900	146.4810	132.2390	140.9885	ROK	
MT_RS14200	483.8790	498.2100	689.8550	488.2410	Sigma70_r1_2,Sigma70_r2,Sigma70_r3,Sigma70_r4	GO:0003677,GO:0003700,GO:0006352,GO:0006355,GO:0016987
MT_RS14205	95.9224	85.3490	132.0450	100.4603	Ribonuc_L-PSP	
MT_RS14210	91.7043	107.8055	155.1240	120.0928	DUF952	
MT_RS14220	185.8550	160.5325	242.8875	166.2595	Virul_fac_BrkB	
MT_RS14225	0.0000	0.0000	0.0000	0.0000	DUF3039	
MT_RS14230	338.3235	266.3195	242.7760	268.0060	DUF3099	
MT_RS14235	4135.6700	1003.0995	2311.3800	2108.4750	Sigma70_r1_2,Sigma70_r2,Sigma70_r3,Sigma70_r4	GO:0003677,GO:0003700,GO:0006352,GO:0006355,GO:0016987
MT_RS14240	876.2270	437.4530	501.4610	419.8435	Fe_dep_repr_C,Fe_dep_repress,FeoA	GO:0003677,GO:0046914,GO:0046983
MT_RS14245	69.3473	49.9817	62.1128	51.3203	DUF4192	
MT_RS14250	83.6513	100.9927	90.2914	94.1932	FAD_binding_2,FAD_oxidored,GIDA,Pyr_redox,Pyr_redox_2,Pyr_redox_3,Pyr_redox_dim	GO:0016491,GO:0045454,GO:0055114
MT_RS14255	195.5895	167.6985	186.8210	152.1415	PAC2	
MT_RS14260	219.2115	302.8935	268.6460	268.2965	Abhydrolase_1,Abhydrolase_6,Hydrolase_4	
MT_RS14265	103.5705	112.1960	114.9980	118.0920	PhzC-PhzF	GO:0003824,GO:0009058
MT_RS14270	68.9640	89.8341	103.5637	77.3808	DUF1794	
MT_RS14275	614.5950	516.7430	635.2345	508.0165	ATP-cone	
MT_RS14280	143.7305	186.7375	153.3720	176.0005	LysM	
MT_RS14285	648.2415	509.4995	274.0595	393.3135	LexA_DNA_bind,Peptidase_S24	GO:0004252,GO:0006508
MT_RS14290	223.8945	399.6785	191.5830	308.4025	LGFP	
MT_RS14295	0.0000	0.0000	0.0000	0.0000		
MT_RS14300	74.9659	92.6649	100.1936	81.9388	TerC	GO:0016021
MT_RS14305	137.8245	183.0825	118.0000	200.3475	Acyl-CoA_dh_1,Acyl-CoA_dh_2,Acyl-CoA_dh_M,Acyl-CoA_dh_N	GO:0016627,GO:0050660,GO:0055114
MT_RS14310	197.6935	199.1660	201.3055	172.3945	GTP-bdg_M,GTP-bdg_N,MMR_HSR1	GO:0005525
MT_RS14315	206.2135	203.7395	244.8330	187.6535	DAP_epimerase	GO:0008837,GO:0009089
MT_RS14320	51.6164	59.2848	48.6022	51.5215	IPPT	GO:0008033
MT_RS14325	61.5126	61.3508	49.0326	65.7763		
MT_RS14330	93.0850	74.8325	91.7198	58.0229		
MT_RS14335	4.9894	8.3427	6.4014	10.6546		
MT_RS14340	95.5067	157.3890	106.9995	149.2810	DUF349	
MT_RS14345	208.7190	210.1810	222.0650	183.5310		
MT_RS14350	178.8435	153.7360	216.8960	142.6785	Radical_SAM,UPF0004	GO:0003824,GO:0035596,GO:0051536,GO:0051539
MT_RS14355	18.3359	21.0221	23.7842	18.6719		
MT_RS14360	140.6415	172.8085	119.5700	141.4465	RecX	GO:0006282
MT_RS14365	125.6605	136.9660	107.3845	114.2375	Intein_splicing,LAGLIDADG_3,Rad51,RecA	GO:0003697,GO:0004519,GO:0005524,GO:0006281
MT_RS14370	0.0000	0.0000	0.0000	0.0000	FhuF_C	GO:0051537
MT_RS14375	0.0000	0.0000	0.0000	0.0000	DUF3046	
MT_RS14380	69.4536	153.5095	102.4489	140.9275	Glyco_tran_28_C,UDPGT	GO:0016758
MT_RS14385	134.6495	255.0105	167.5705	263.6500	LEH,SnoaL_2	
MT_RS14390	48.5239	54.8492	49.0288	46.2317	PE	
MT_RS14395	58.4774	60.8979	71.5437	68.2488	DUF3046	
MT_RS14400	313.4390	248.0120	305.3515	310.1560		
MT_RS14405	631.2130	505.1800	685.7510	656.8555	PspA_IM30	
MT_RS14410	2072.6850	711.2680	1881.3550	1535.4550	HTH_25,HTH_3,HTH_31	
MT_RS14415	106.8255	244.6355	95.0068	207.5525	CDP-OH_P_transf	GO:0008654,GO:0016020,GO:0016780
MT_RS14420	74.2597	104.1371	76.3900	79.9754	Acetyltransf_1,Acetyltransf_10,Acetyltransf_7	GO:0008080
MT_RS14425	465.2850	336.7225	366.0280	301.8545	DUF87,FtsK_4TM,FtsK_SpoIIIE,FtsK_alpha,FtsK_gamma	GO:0000166,GO:0003677,GO:0005524
MT_RS14430	329.3665	310.8640	372.2750	328.0655	ABM	
MT_RS14435	213.6460	211.3550	245.3910	175.0015	KR,adh_short,adh_short_C2	
MT_RS14440	123.9575	106.5242	125.1005	96.1752	LCM	GO:0008168,GO:0032259
MT_RS14445	152.0955	144.5945	139.4550	122.4825	Lactamase_B,Lactamase_B_2,RMMBL,RNase_J_C	
MT_RS14450	684.4385	442.5125	497.1230	374.3965	DHDPS	GO:0016829
MT_RS14455	37.6458	47.2685	65.3882	47.4622	Thy1	GO:0006231,GO:0050660,GO:0050797
