GENE	Glycerol_5.7_r1	Glycerol_5.7_r2	Glycerol_7_r1	Glycerol_7_r2	Pyruvate_5.7_r1	Pyruvate_5.7_r2	Pyruvate_7_r1	Pyruvate_7_r2	Pfam	GO
MT_RS11075	61.8189	110.42	98.8876	64.408	69.5796	92.719	84.7274	55.6356	DUF503	
MT_RS11080	66.1162	62.3118	82.72	89.793	65.5853	65.445	73.3133	74.5951	GCD14,GCD14_N,Methyltransf_11,Methyltransf_25,PCMT	GO:0008168,GO:0016429,GO:0030488,GO:0031515
MT_RS11085	48.4884	47.5765	98.1174	96.3947	69.5162	78.0998	87.3916	88.7938	DUF2800,PDDEXK_1	
MT_RS11090	178.448	177.96	296.771	347.758	285.116	267.644	296.183	331.511	Rick_17kDa_Anti	GO:0019867
MT_RS11095	56.7791	51.1514	47.806	62.5214	60.2999	64.0326	51.0582	59.2812	HisG,HisG_C	GO:0000105,GO:0000287,GO:0003879,GO:0005737
MT_RS11100	0.0	13.3405	12.1398	6.53644	13.5794	15.6826	8.59856	18.5729	MazG,PRA-PH	
MT_RS11105	231.931	236.685	154.187	145.771	270.376	288.569	141.745	131.304	B12-binding,B12-binding_2,Pterin_bind,S-methyl_trans	GO:0031419,GO:0042558,GO:0046872
MT_RS11110	224.263	235.5	166.91	170.972	196.617	206.739	165.885	143.768	PAC2	
MT_RS11115	25.4272	24.3553	22.1043	20.3345	16.2137	22.5043	25.9334	18.0981		
MT_RS11125	108.608	129.837	228.54	181.137	139.312	161.584	201.093	150.971	AA_permease,AA_permease_2	GO:0016020,GO:0022857,GO:0055085
MT_RS11130	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		
MT_RS11135	138.267	129.735	245.477	253.943	173.193	168.322	247.802	286.056	KR,adh_short,adh_short_C2	
MT_RS11140	152.591	165.106	188.055	158.968	157.063	166.441	183.562	145.747	tRNA-synt_1e	
MT_RS11145	355.156	346.427	303.245	305.769	248.438	253.01	282.348	269.04	Inositol_P	GO:0046854
MT_RS11150	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	RHH_1	GO:0006355
MT_RS11155	142.87	152.633	137.135	115.829	120.557	132.498	123.555	110.858		
MT_RS11160	646.035	577.421	259.137	288.915	261.123	224.338	274.803	201.438	DUF3090	
MT_RS11165	111.427	131.156	149.516	125.6	108.627	139.16	129.871	109.819	His_Phos_1	
MT_RS11170	135.555	172.658	201.867	154.966	146.851	181.231	150.865	138.475	BacA	GO:0016020,GO:0016311,GO:0050380
MT_RS11175	1786.96	1868.83	1136.19	800.396	1242.35	1658.31	1042.13	960.707		
MT_RS11180	67.2159	82.9909	74.7427	56.5896	51.2395	62.544	56.3572	50.6185		
MT_RS11185	41.8246	26.6809	64.7458	94.7784	74.6867	137.223	176.27	81.721		
MT_RS11190	123.058	115.744	150.786	144.621	147.499	164.631	144.283	131.068	DHO_dh	GO:0005737,GO:0016627,GO:0055114
MT_RS11195	204.631	176.923	225.521	266.555	296.106	261.929	227.857	319.935	PBP	
MT_RS11200	98.648	100.042	90.5938	101.881	114.228	110.235	90.3883	96.0267	M20_dimer,Peptidase_M20,Peptidase_M28	GO:0016787
MT_RS11210	85.6451	60.7055	106.802	74.36	75.6963	83.8523	62.6042	49.0192	ParE_toxin	
MT_RS11215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		
MT_RS11220	114.944	117.119	82.1578	78.6439	72.8887	79.6601	73.9891	64.0395	Pribosyltran	GO:0009116
MT_RS11225	1239.59	1276.06	1742.43	1980.66	1926.17	1657.11	1396.09	1326.26		
MT_RS11230	891.375	865.212	1084.38	1216.7	826.311	777.027	961.694	1173.44	DivIVA	
MT_RS11235	328.941	341.339	325.895	298.85	336.061	309.173	270.503	202.553	YGGT	GO:0016020
MT_RS11240	1215.23	1129.22	2030.18	2205.73	1539.1	1434.03	1895.18	2007.15	SepF	GO:0090529
MT_RS11245	96.4197	104.363	133.359	109.125	85.117	88.9429	110.799	93.9395	Ala_racemase_N	
MT_RS11250	197.195	196.057	197.723	172.216	131.064	143.701	189.989	146.048	Cu-oxidase_4	
MT_RS11255	408.043	427.649	643.419	679.436	426.75	430.315	615.375	639.387	FtsZ_C,Tubulin	GO:0003924
MT_RS11260	130.472	142.903	195.911	165.747	118.574	147.361	174.706	130.405	FtsQ,POTRA_1	
MT_RS11265	113.737	128.001	152.281	127.625	98.5613	114.17	128.37	102.503	Mur_ligase,Mur_ligase_C,Mur_ligase_M	GO:0005524,GO:0009058,GO:0016874
MT_RS11270	233.697	204.343	207.546	220.89	154.935	167.322	201.303	200.737	Glyco_tran_28_C,Glyco_transf_28	GO:0005975,GO:0016758,GO:0030259
MT_RS11275	303.31	307.883	350.287	322.576	275.38	297.921	319.314	295.614	FTSW_RODA_SPOVE	GO:0016021,GO:0051301
MT_RS11280	134.233	136.598	184.44	171.099	113.693	126.754	170.46	144.368	Mur_ligase_C,Mur_ligase_M	GO:0005524,GO:0009058,GO:0016874
MT_RS11285	238.826	272.326	308.45	287.503	186.439	199.812	262.497	241.926	Glycos_transf_4,MraY_sig1	GO:0008963,GO:0016021
MT_RS11290	177.322	173.788	168.766	181.229	96.4078	104.75	147.305	134.557	Mur_ligase,Mur_ligase_C,Mur_ligase_M	GO:0005524,GO:0009058,GO:0016874
MT_RS11295	578.947	542.168	423.462	439.743	262.909	289.548	386.506	416.513	Mur_ligase,Mur_ligase_C,Mur_ligase_M	GO:0005524,GO:0009058,GO:0016874
MT_RS11300	1778.66	1438.93	1102.69	1315.5	737.294	652.721	1284.43	1336.98	CMD	GO:0051920,GO:0055114
MT_RS11315	2575.12	2387.56	2144.65	2265.08	1155.1	1201.81	2222.21	1975.16	Bac_luciferase	GO:0016705,GO:0055114
MT_RS11320	529.104	471.179	528.409	580.514	486.966	494.898	579.809	464.276	PE	
MT_RS11325	230.743	239.779	183.099	171.263	219.132	226.473	161.863	148.529	PBP_dimer,Transpeptidase	GO:0008658
MT_RS11330	523.497	497.021	321.955	319.774	429.783	433.225	281.46	335.244		
MT_RS11335	233.287	263.341	172.046	137.77	205.649	234.006	129.857	121.651	Methyltransf_5	GO:0008168
MT_RS11340	2206.93	2270.13	1807.42	1646.36	2043.12	2112.95	1354.43	1250.05	MraZ	
MT_RS11345	1643.71	1540.93	836.292	851.3	1003.12	873.771	902.063	924.763	DUF3040	
MT_RS11350	43.9688	49.4134	60.2448	54.3875	58.8031	66.7883	56.7749	53.3076	Acetyltransf_1,FR47	GO:0008080,GO:0016747
MT_RS11355	95.7685	92.4381	171.75	177.353	150.896	157.486	158.667	164.44		
MT_RS11360	175.975	204.763	199.587	174.783	284.611	310.233	171.973	153.169		
MT_RS11365	136.347	140.886	137.073	129.091	136.563	155.753	123.793	117.321	polyprenyl_synt	GO:0008299
MT_RS11370	64.2405	66.1828	96.8392	79.3546	80.2419	90.3968	87.4923	76.927		
MT_RS11375	295.293	327.49	240.712	219.34	217.37	258.355	267.953	202.875	Rv2175c_C	
MT_RS11380	52.022	52.637	62.8313	52.8771	53.7535	62.8814	54.8221	51.3097	Pkinase,Pkinase_Tyr	GO:0004672,GO:0005524,GO:0006468
MT_RS11385	33.4848	38.2844	19.9178	22.0338	26.2161	30.0512	21.9914	19.2531	Transposase_20	GO:0003677,GO:0004803,GO:0006313
MT_RS11390	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		
MT_RS11395	245.463	253.303	349.225	348.217	283.143	279.538	318.759	321.16	DAHP_synth_2	GO:0003849,GO:0009073
MT_RS11400	34.1783	33.9981	27.5755	31.6867	39.6853	39.3156	28.3445	28.6057	DUF5051	
MT_RS11405	43.0625	46.067	41.7232	41.5623	39.6524	49.2458	42.9825	39.9713		
MT_RS11410	248.509	243.706	211.382	194.083	202.317	212.325	185.75	165.79	GT87	GO:0016758
MT_RS11415	730.405	756.39	516.408	573.137	709.806	671.918	505.899	631.118	Acyltransferase	GO:0016746
MT_RS11420	249.681	276.557	277.868	317.213	364.592	363.306	282.959	230.797		
MT_RS11425	147.025	146.961	140.597	134.547	170.645	182.517	131.442	124.003	ArsA_ATPase,ArsA_HSP20	
MT_RS11430	392.489	412.586	369.283	431.45	592.857	568.409	378.497	437.184	Polyketide_cyc,Polyketide_cyc2	
MT_RS11435	100.631	103.895	166.542	163.063	163.792	183.7	172.04	138.765		
MT_RS11440	193.518	194.668	335.662	378.522	219.458	197.754	319.594	418.465	AMP-binding	GO:0003824
MT_RS11445	110.534	124.112	89.8435	66.2919	108.346	138.644	69.5568	68.7681	Glyco_trans_1_2,Glyco_trans_1_4,Glyco_transf_4,Glycos_transf_1	
MT_RS11450	18.2642	21.6841	64.2046	54.0745	25.3669	34.2419	54.9671	41.4539		
MT_RS11455	339.106	370.189	1508.12	1247.27	546.966	660.979	1201.5	1017.27	NLPC_P60	
MT_RS11460	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		
MT_RS11465	22.5695	22.6985	28.2237	25.3453	18.3313	22.3834	25.875	20.4495	DUF5051,GIY-YIG,RNase_T	
MT_RS11480	821.124	907.159	909.245	894.74	885.786	899.565	748.216	765.988	COX3	GO:0015002,GO:0016020
MT_RS11485	276.536	264.79	343.138	373.226	362.229	354.715	300.266	297.83	Cytochrom_C,Cytochrome_CBB3	GO:0009055,GO:0020037
MT_RS11490	383.912	416.205	533.372	522.667	524.088	534.505	457.139	465.376	Rieske	GO:0016491,GO:0051537,GO:0055114
MT_RS11495	547.659	609.916	649.911	621.769	621.072	649.179	557.079	538.065	Cytochrom_B_N_2,Cytochrome_B	GO:0009055,GO:0016020,GO:0016491
MT_RS11500	416.328	400.322	421.573	452.595	328.798	317.046	405.941	305.454	DUF2561	
MT_RS11505	105.557	110.758	119.644	92.682	107.404	117.424	101.23	98.7877	Mycobact_memb	
MT_RS11510	462.056	479.614	913.366	872.448	756.233	715.418	738.237	666.14	Cyt_c_ox_IV	GO:0004129,GO:0016021,GO:0055114
MT_RS11515	300.245	343.713	507.951	520.237	501.421	455.735	421.65	447.489	COX2	GO:0004129,GO:0005507,GO:0016020
MT_RS11520	79.3367	81.681	103.096	90.1842	101.267	118.449	89.4467	78.4168	Asn_synthase,DUF3700,GATase_6,GATase_7	GO:0004066,GO:0006529
MT_RS11525	393.296	396.721	410.718	447.262	485.657	448.595	417.161	423.75	PfkB	
MT_RS11530	257.042	282.49	258.013	249.39	332.132	340.458	246.459	227.174		
MT_RS11535	1894.62	1963.68	1546.69	1685.22	2124.03	2023.97	1592.97	1634.81	Fe-S_biosyn	
MT_RS11540	35.1567	40.1123	36.5622	24.4947	27.6563	32.114	32.286	20.8526	Gly_kinase	GO:0008887,GO:0031388
MT_RS11545	250.637	240.298	265.19	280.27	278.785	272.946	257.096	292.159	DUF3043	
MT_RS11550	140.014	133.318	186.409	188.501	157.777	171.306	200.818	185.201	DBI_PRT	GO:0008939,GO:0009236
MT_RS11555	268.638	262.638	337.279	329.103	240.365	263.168	348.891	313.876	CobS	GO:0008818,GO:0009236,GO:0051073
MT_RS11560	49.8492	62.0502	73.445	49.7805	48.5227	60.1919	60.0514	37.7656		
MT_RS11565	124.519	131.47	148.552	151.347	114.41	116.474	133.73	132.655	Aminotran_4	GO:0003824
MT_RS11570	217.848	230.23	332.522	321.312	309.712	321.473	298.321	281.978	GCV_T,GCV_T_C	
MT_RS11575	111.65	120.435	138.782	116.626	122.358	135.541	128.352	111.101	Ad_Cy_reg,Guanylate_cyc	GO:0009190,GO:0016849,GO:0035556
MT_RS11580	217.013	205.303	248.205	278.197	281.365	273.469	253.072	261.255	Peptidase_M17,Peptidase_M17_N	GO:0004177,GO:0006508
MT_RS11585	201.745	194.812	260.634	251.495	247.044	254.994	238.746	219.668	Abhydrolase_1,Abhydrolase_6,Hydrolase_4,KR,adh_short,adh_short_C2	
MT_RS11590	377.215	380.266	324.643	358.741	398.702	366.779	308.637	366.91	2-oxoacid_dh,Biotin_lipoyl,E3_binding	GO:0016746
MT_RS11595	218.754	219.579	163.326	167.276	145.27	152.66	138.101	139.771	DUF1731,Epimerase	GO:0003824,GO:0050662
MT_RS11600	603.842	583.513	278.725	276.537	325.181	376.121	273.117	253.683	BPL_LplA_LipB	GO:0006464
MT_RS11605	290.167	284.293	235.794	228.454	298.598	325.767	261.483	266.443	LIAS_N,Radical_SAM	GO:0003824,GO:0051536
MT_RS11610	459.811	460.684	315.021	324.025	420.164	398.562	314.502	334.148	DUF4191	
MT_RS11615	65.1051	76.2455	71.4519	70.7678	67.5154	69.9567	78.71	59.3755	RDD	
MT_RS11620	182.275	173.319	347.689	430.629	434.904	387.447	380.935	503.06	Gln-synt_C,Gln-synt_N	GO:0004356,GO:0006542,GO:0006807
MT_RS11625	220.53	220.838	153.888	147.843	154.605	171.47	153.186	143.684	GlnD_UR_UTase,GlnE	GO:0008882,GO:0016779
MT_RS11630	307.766	331.878	394.804	354.968	314.508	334.256	370.006	322.234	Gln-synt_C,Gln-synt_N	GO:0004356,GO:0006542,GO:0006807
MT_RS11635	120.398	123.872	178.521	163.519	105.416	114.774	137.067	145.248	Abhydrolase_1,Abhydrolase_4	
MT_RS11640	228.403	235.218	150.963	154.7	188.146	189.371	189.237	188.155	Abhydrolase_1,Abhydrolase_4	
MT_RS11645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		
MT_RS11650	492.876	495.058	304.513	263.495	441.846	494.836	309.94	297.213	Pantoate_transf	GO:0003864,GO:0015940
MT_RS11655	77.0652	71.9801	78.52	92.6851	124.539	119.73	75.6902	93.6352	CHAD,CYTH	
MT_RS11660	75.794	95.9387	102.058	66.2587	112.704	137.335	85.3179	68.2978	Oxygenase-NA	
MT_RS11665	71.5239	75.4169	68.3074	64.3942	79.1759	85.1388	65.4769	48.1294	His_Phos_1,RNase_H,RVT_3	GO:0003676,GO:0004523
MT_RS11670	84.8118	79.3167	77.3301	84.0743	94.9956	99.4173	71.3244	72.8378	zf-RING_7	
MT_RS11675	97.5865	100.136	77.7011	81.0695	90.2722	96.9843	77.4743	74.9481	NIF3	
MT_RS11680	61.4575	64.9879	67.8973	69.031	72.4919	84.9686	73.5682	66.467	Aminotran_1_2	GO:0009058,GO:0030170
MT_RS11685	16.129	18.7624	20.562	12.1585	22.795	22.4123	16.3844	11.1227		
MT_RS11695	102.638	108.704	78.9588	73.6266	89.8361	105.943	78.3936	78.5635	HAD,HAD_2,Hydrolase,Hydrolase_like	
MT_RS11700	113.313	127.445	67.4107	66.1522	82.7015	84.0401	64.4321	71.4166	LMWPc	
MT_RS11705	89.7289	103.032	66.6555	63.2311	82.0256	88.8751	65.8342	66.3197	SURF1	GO:0016020
MT_RS11710	22.3934	23.4302	31.112	26.1817	28.5955	32.5327	30.4349	29.4913	CobD_Cbib	GO:0009236,GO:0016021,GO:0048472
MT_RS11715	59.3473	66.2124	116.331	111.62	76.5739	87.278	121.165	113.175	DUF2236	
MT_RS11720	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		
MT_RS11730	193.676	228.71	272.066	230.592	198.965	219.527	216.714	168.859	AhpC-TSA,Redoxin	GO:0016209,GO:0016491,GO:0055114
MT_RS11735	247.755	220.664	265.12	270.615	280.661	223.871	227.955	171.223	DUF3052	
MT_RS11740	209.595	185.309	236.056	271.86	253.856	239.03	227.165	227.067		
MT_RS11745	163.105	166.706	165.231	174.93	195.747	189.743	176.759	178.105	PDH_E1_M,Transketolase_N	
MT_RS11750	54.4512	54.6833	58.6594	53.1486	56.9861	59.6514	51.7954	49.774	GGDEF_2,HTH_30	
MT_RS11755	1121.67	974.426	1752.28	1746.65	1196.21	1180.91	1331.58	1475.67	Acyl_transf_1	
MT_RS11760	5768.1	5584.73	12456.0	13627.7	10045.3	9235.4	8913.35	11615.0	PP-binding	
MT_RS11765	1080.83	1166.3	1792.19	1837.6	1328.14	1257.27	1471.26	1646.26	Ketoacyl-synt_C,Thiolase_N,ketoacyl-synt	GO:0016747
MT_RS11770	490.258	589.1	773.639	759.267	540.24	574.429	637.104	634.81	Ketoacyl-synt_C,Thiolase_N,ketoacyl-synt	GO:0016747
MT_RS11775	663.57	721.905	902.115	859.415	646.456	690.74	709.401	625.465	Carboxyl_trans,MdcE	
MT_RS11780	40.7859	42.9673	77.4791	66.0721	62.4272	75.0675	63.3427	55.7218		
MT_RS11785	26.5624	24.5576	21.7516	21.3277	20.0917	19.9559	23.3471	20.172	DAO,DAO_C,FAD_binding_2	GO:0016491,GO:0055114
MT_RS11790	39.7938	38.2909	32.8659	36.5501	33.6355	30.1758	33.0899	42.6477	TetR_N	GO:0003677
MT_RS11795	58.2399	58.944	113.997	116.37	72.8482	71.0777	116.087	120.691	FAD-oxidase_C,FAD_binding_4	GO:0003824,GO:0016491,GO:0050660,GO:0055114
MT_RS11800	30.0276	34.4064	65.3585	64.8023	42.5364	40.4472	64.1705	65.4994	DAGK_cat	GO:0016301
MT_RS11805	65.5365	64.4919	70.9713	67.2402	49.617	45.8415	64.0439	65.3569		
MT_RS11810	24.1754	42.5942	26.1376	24.4682	27.1605	26.7629	27.454	27.2647	LysE	GO:0006865,GO:0016020
MT_RS11815	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		
MT_RS11820	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AsnC_trans_reg	
MT_RS11825	1862.58	1589.39	924.137	1164.88	1431.58	1135.0	919.331	794.504	DUF3145	
MT_RS11830	76.6985	82.4824	135.232	145.433	123.532	122.943	150.059	132.368	Beta-lactamase	
MT_RS11835	100.674	116.557	171.615	180.609	178.942	178.116	171.746	156.524	CMAS,MTS,Methyltransf_11,Methyltransf_12,Methyltransf_2,Methyltransf_23,Methyltransf_25,Methyltransf_31,PCMT,PrmA,Ubie_methyltran	GO:0008168,GO:0008171
MT_RS11840	162.75	167.209	218.761	226.976	217.577	211.607	212.715	217.781	ADH_N,ADH_zinc_N,ADH_zinc_N_2	GO:0055114
MT_RS11845	122.46	120.886	162.173	145.06	149.983	172.811	165.096	145.31	Lactamase_B	
MT_RS11850	22.8041	21.7256	30.4841	32.495	28.5487	30.394	31.7733	28.2659	CN_hydrolase	GO:0006807
MT_RS11855	44.3341	38.1393	31.8235	34.7294	36.0153	36.903	32.1465	34.8327	Epimerase,KR,adh_short,adh_short_C2	GO:0003824,GO:0050662
MT_RS11860	40.8292	42.0163	48.3332	42.9294	41.7115	46.8593	41.7436	35.922	HSP70	
MT_RS11865	13.1365	11.6413	18.9833	20.8738	15.9258	17.2277	18.7318	18.3453	MFS_1	GO:0055085
MT_RS11870	89.6991	97.1709	59.8945	47.611	58.1669	72.2977	72.4096	56.4532	p450	GO:0005506,GO:0016705,GO:0020037,GO:0055114
MT_RS11875	36.7865	40.1152	26.3244	23.7773	49.6675	48.4596	23.1164	25.1508	Sulfotransfer_1,Sulfotransfer_3	GO:0008146
MT_RS11880	57.4683	58.8141	36.0789	33.32	65.2463	65.6678	34.27	38.4556	p450	GO:0005506,GO:0016705,GO:0020037,GO:0055114
MT_RS11885	15.0373	29.8438	36.2105	8.35577	19.5289	33.8305	15.1138	23.7425		
MT_RS11890	439.879	553.162	489.735	306.722	449.124	457.328	422.092	201.13		
MT_RS11895	1234.45	1094.62	1611.15	1943.93	2127.38	1954.64	1640.3	1460.95	DUF2695	
MT_RS11900	224.573	211.871	187.808	188.796	264.834	280.042	214.394	178.512	DUF202	
MT_RS11905	93.0634	73.0675	134.368	138.729	138.293	165.081	147.173	118.257	DUF202	
MT_RS11910	40.4435	84.9878	51.5594	25.2824	44.7998	66.0114	35.2148	27.0451		
MT_RS11915	102.24	126.0	99.7152	77.3024	166.145	191.087	79.0438	69.8684	CDPS	GO:0016755
MT_RS11920	72.7416	78.1579	67.1247	59.0683	122.977	134.173	62.5957	52.0674	p450	GO:0005506,GO:0016705,GO:0020037,GO:0055114
MT_RS11925	60.6475	61.1342	43.1402	45.495	74.9875	75.3256	43.031	42.0222	GDPD	GO:0006629,GO:0008081
MT_RS11930	201.583	194.972	132.389	155.769	156.376	133.201	126.54	141.088	FAD-oxidase_C,FAD_binding_4	GO:0003824,GO:0016491,GO:0050660,GO:0055114
MT_RS11935	23.0797	26.0551	15.0525	11.1047	20.9988	25.2478	13.2237	11.2994	PHO4	GO:0005315,GO:0006817,GO:0016020
MT_RS11940	18.827	22.4591	18.6527	17.0067	27.3236	28.3789	19.7399	18.5937	HTH_1,LysR_substrate,PBP_like	GO:0003700,GO:0006355
MT_RS11950	85.1428	93.4411	63.7504	65.5399	123.916	125.39	71.905	82.2194	Abhydrolase_3,COesterase,Peptidase_S9	GO:0006508,GO:0008236,GO:0016787
MT_RS11955	80.8893	86.0389	63.2379	58.2871	86.0362	87.8821	64.9929	68.3077	DUF1298,WES_acyltransf	GO:0004144,GO:0045017
MT_RS11960	75.5375	69.2569	66.7521	84.6914	88.072	85.2005	81.3568	94.52	DSBA	GO:0015035
MT_RS11965	36.0573	40.4555	45.7552	37.7185	51.5927	56.8661	40.715	40.5527	Na_H_Exchanger	GO:0006812,GO:0015299,GO:0016021,GO:0055085
MT_RS11970	109.049	162.48	76.7323	45.7642	256.008	311.101	82.7776	56.891		
MT_RS11975	192.316	210.903	108.679	95.8665	404.386	403.916	121.402	130.805	CDH	GO:0008654,GO:0008715,GO:0016020
MT_RS11980	169.634	182.422	180.94	152.383	172.89	190.507	159.817	152.877	Myco_19_kDa	GO:0016020
MT_RS11985	284.004	320.18	118.508	100.59	178.437	194.21	113.611	110.248	Rhodanese	
MT_RS11990	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PNP_UDP_1	GO:0003824,GO:0009116
MT_RS11995	49.3422	62.9531	52.0124	38.3435	46.1133	47.6336	45.0598	35.8328	PNP_UDP_1	GO:0003824,GO:0009116
MT_RS12000	46.1782	42.0474	64.125	78.4588	84.1209	76.0983	73.9134	87.1384	Aminotran_1_2	GO:0009058,GO:0030170
MT_RS12005	184.815	234.892	227.947	178.783	189.737	211.152	211.871	183.938	UPF0167	
MT_RS12010	130.468	135.66	151.63	144.163	159.269	154.84	155.438	170.585	Abhydrolase_1,Abhydrolase_6,Hydrolase_4	
MT_RS12015	106.409	117.794	112.037	139.153	144.037	128.207	125.789	131.474		
MT_RS12020	138.307	139.683	124.79	136.993	188.688	191.53	174.396	185.088	Aldo_ket_red	
MT_RS12025	140.16	148.731	182.87	200.283	241.647	233.729	171.911	210.827	HATPase_c,HATPase_c_3,HSP90	GO:0005524,GO:0006457,GO:0051082
MT_RS12030	100.062	97.9609	124.964	114.53	98.5431	113.022	121.67	119.91	Lactamase_B	
MT_RS12035	137.007	114.518	230.792	310.662	221.421	188.175	296.632	428.817	Cutinase	GO:0016787
MT_RS12040	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DUF1918	
MT_RS12045	91.0928	107.98	111.991	111.961	84.3137	86.6017	109.471	107.802	Amidohydro_2	GO:0016787
MT_RS12050	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		
MT_RS12055	31.1264	29.0863	40.6087	47.9609	35.9235	35.6519	42.5943	49.7167		
MT_RS12065	40.5315	42.7186	59.675	51.7764	44.0559	47.9886	54.1626	48.6748	Hydrolase_4	
MT_RS12070	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		
MT_RS12075	42.1273	38.7216	28.0492	30.8657	18.8252	25.1379	34.2706	35.4032		
MT_RS12080	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		
MT_RS12085	28.682	35.3066	28.7823	24.2369	19.5605	26.8056	27.7348	22.2221	DUF433	
MT_RS12090	58.4783	63.9509	84.0601	56.4014	49.9072	75.1788	64.5771	36.8008		
MT_RS12100	43.3622	76.8654	110.194	38.8613	57.8095	67.0511	68.7927	40.0792	Phage_integrase	GO:0003677,GO:0006310,GO:0015074
MT_RS12105	0.0	5.94417	7.21228	2.91247	6.05064	6.98779	7.6626	6.62051		
MT_RS12110	11.634	8.24619	4.00216	6.46464	5.03634	4.84699	2.12603	0.918446	HTH_17	
MT_RS12115	19.9933	16.6655	22.0779	19.3309	17.4833	21.3907	19.2912	20.6452		
MT_RS12120	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		
MT_RS12125	92.3202	97.1877	132.85	121.52	76.6238	83.8599	111.473	91.6164		
MT_RS12130	149.916	154.732	127.966	124.197	118.091	120.453	113.788	109.343	PmbA_TldD	GO:0006508,GO:0008237
MT_RS12135	85.0569	102.592	91.3508	79.4019	87.3886	95.9202	84.2928	73.9881	PmbA_TldD	GO:0006508,GO:0008237
MT_RS12140	7.87194	7.9008	11.861	10.6293	11.1774	13.1448	10.5301	10.9624	BPD_transp_1	GO:0016020,GO:0055085
MT_RS12145	4.69602	6.28367	8.86536	6.65884	10.115	10.3932	8.00606	6.99864	BPD_transp_1	GO:0016020,GO:0055085
MT_RS12150	18.1387	21.2638	18.5524	13.0694	16.5968	18.5933	15.6427	12.804	SBP_bac_1,SBP_bac_8	
MT_RS12155	43.3152	40.9507	19.6979	20.779	18.8186	20.0196	17.5964	15.5724	Usp	
MT_RS12160	29.6975	30.9634	16.8484	13.0086	15.7245	18.9183	13.7864	12.0249	AA_permease,AA_permease_2,AA_permease_C	GO:0016020,GO:0022857,GO:0055085
MT_RS12165	21.4316	27.951	14.5609	11.0157	18.2462	16.7864	14.6868	11.6743	Aminotran_3	GO:0008483,GO:0030170
MT_RS12170	63.8581	72.886	29.0972	25.2447	29.7405	35.578	26.3241	27.5262	Aminotran_3	GO:0008483,GO:0030170
MT_RS12175	67.3576	69.1788	25.6857	25.3754	22.0617	25.775	26.5585	27.5781	Amidinotransf	
MT_RS12180	147.767	142.824	72.1532	65.1448	79.0351	83.0341	104.778	90.8173	AsnC_trans_reg,HTH_24,HTH_AsnC-type	GO:0043565
MT_RS12185	232.114	224.726	157.7	169.341	164.664	162.485	172.051	154.412	CbiQ	
MT_RS12190	249.276	266.823	168.082	145.864	150.098	165.468	138.169	118.687	ABC_tran	GO:0005524,GO:0016887
MT_RS12195	207.897	212.276	260.703	182.065	194.186	255.398	199.714	154.366	HTH_27,MarR,MarR_2	GO:0003700,GO:0006355
MT_RS12200	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		
MT_RS12205	44.4407	45.9384	32.5874	35.092	54.9996	53.5254	28.7934	36.3092	PE	
MT_RS12210	154.596	146.653	18.1076	20.806	231.469	211.577	20.1902	25.087	MFS_1	GO:0055085
MT_RS12215	51.8278	65.453	35.6356	30.4255	44.2461	55.6369	39.3751	34.9548	Lipoprotein_21	
MT_RS12220	133.5	194.783	25.4354	13.6951	141.813	171.479	23.6456	9.24207		
MT_RS12225	38.0543	39.2146	14.7273	6.40468	57.9747	63.6613	14.4432	11.4391		
MT_RS12230	48.4028	48.3545	18.0577	17.1825	60.9743	64.0167	21.2066	23.9115	Malic_M,malic	GO:0004471,GO:0051287,GO:0055114
MT_RS12235	39.6757	42.3782	46.5609	39.6094	47.9568	54.56	43.553	38.7692	MFS_1,Sugar_tr	GO:0016021,GO:0022857,GO:0055085
MT_RS12240	124.009	141.243	340.103	308.423	165.185	181.79	261.392	228.004	PALP	
MT_RS12245	69.9538	80.7971	194.518	193.125	91.7494	89.0896	160.287	138.598	Hexapep,Hexapep_2	
MT_RS12250	39.0254	41.9891	145.185	107.983	45.3104	51.3842	104.559	108.228		
MT_RS12255	21.5271	24.2782	68.6397	67.0565	24.8085	26.1715	55.5853	56.2737		
MT_RS12260	33.6941	37.7318	138.124	130.157	50.8336	47.0342	122.277	118.333	ThiF	GO:0008641
MT_RS12265	44.2428	54.0729	97.0445	80.3404	52.3074	55.8213	80.1111	70.8028	MMPL	GO:0016020
MT_RS12270	91.5518	78.088	66.8076	67.8153	46.1322	43.5034	59.4731	52.2928	PE	
